date,run,production,faulty,workstation_downtime,supplier_occupancy,bottleneck_delay
2025-01-27,8,3,0,"[2.109956457201576, 2.0788188707521567, 3.843966347926074, 7.6285860317027, 3.612892311024009, 5.769728394817279]",3.3728534293693313,0.0
2025-01-28,8,3,0,"[2.5654770783613707, 2.068548784714943, 4.113864417913422, 4.507380186928954, 4.152399218289168, 3.68422943684358]",3.5937160120494323,0.0
2025-01-29,8,4,0,"[2.2896608893256727, 2.2837234165263065, 3.232538093730784, 5.563234184105133, 5.16397404467338, 5.190440965058527]",2.8051892522419766,0.0
2025-01-30,8,4,0,"[3.393342668895439, 2.341301963610131, 4.438945114745316, 6.74066322856507, 4.364210765875675, 4.092852997643844]",2.9956059720292147,0.0
2025-01-31,8,4,0,"[2.2325705919683774, 1.5563899667830516, 3.9359467816224325, 6.190973204915567, 5.122320516723979, 5.524081614766557]",3.64725070048781,0.0
2025-02-01,8,4,0,"[3.688389214938354, 1.7444281911698072, 4.889786306757414, 6.668503527085591, 5.506900875426141, 4.311767334897559]",3.84745808832379,0.0
2025-02-02,8,3,0,"[3.1695875301901677, 2.059227174970471, 2.929010129027424, 7.841299797959724, 4.31101435568318, 3.209825505364145]",3.49265266684896,0.0
2025-02-03,8,4,0,"[3.3816113048456575, 1.9131706125569792, 4.200798958310407, 6.257834809885144, 4.729631522713678, 3.647446719464142]",2.8632116709723014,0.0
2025-02-04,8,4,0,"[3.6572988760278107, 2.6907685759251834, 3.6436369230064143, 7.185057590185376, 4.462112208638553, 3.6622772023612065]",3.028974795483978,0.0
2025-02-05,8,3,0,"[3.1498557236832587, 1.5753167181113248, 4.1541005504886535, 7.8447659734754644, 3.134083173702204, 5.582376684922444]",3.309369292596747,0.0
2025-02-06,8,4,0,"[2.8825558350035143, 2.3119008229407783, 5.055330558498895, 5.353830242957546, 3.163255469024202, 5.868560047655412]",3.9047038513226213,0.0
2025-02-07,8,4,0,"[3.7387934274854566, 2.248915989312244, 4.399137546001036, 4.279132151623412, 4.623154479970308, 3.7028452147576463]",3.7648826932497994,0.0
2025-02-08,8,4,0,"[2.934802951385401, 2.5649501820054934, 4.911895568559217, 5.207791233965217, 4.964595704380398, 4.497368505937688]",3.1810614204549865,0.0
2025-02-09,8,3,0,"[3.313652718017899, 2.2297917924101127, 5.1414415753401945, 7.154697187031276, 3.4504573670047542, 3.766049944685535]",3.250421302280535,0.0
2025-02-10,8,4,0,"[2.3930071045906973, 2.130246468675162, 4.23261469343577, 5.899713518632798, 3.271531191546202, 3.796790694149708]",3.8195502026320285,0.0
2025-02-11,8,4,0,"[3.444547372403826, 1.8819479331078823, 4.6476747138341485, 7.408696522557953, 4.8453707249751625, 4.415838928831497]",2.793765858529112,0.0
2025-02-12,8,4,0,"[3.2532842686193244, 2.0071655932763273, 3.9660731266251164, 5.509678216077387, 5.136027425112857, 5.903658934069653]",3.063881713342275,0.0
2025-02-13,8,4,0,"[2.1361186134158836, 2.5845205672698803, 2.9051486780196822, 7.745448072761342, 5.3150430870669085, 4.041237879807576]",3.430686054774251,0.0
2025-02-14,8,3,0,"[2.1562404262194184, 1.9562973168525322, 4.6071244144664005, 6.552237152978922, 5.356384533480471, 4.144915771574791]",3.6423431210214234,0.0
2025-02-15,8,4,0,"[2.2587088750206035, 2.2782546763211813, 4.493112485745205, 5.682741822700495, 3.629239365926948, 5.009207602099049]",3.409896808884601,0.0
2025-02-16,8,3,0,"[2.0985353337954393, 2.47878641477641, 3.481337219169994, 5.129273289887997, 5.738111608275123, 5.482963495653511]",4.018262795923024,0.0
2025-02-17,8,4,0,"[2.9031374021410166, 2.4090481748928827, 3.0593664470069992, 6.028882049050503, 4.552100348692777, 5.493051777307857]",3.6463621244729856,0.0
2025-02-18,8,3,0,"[3.3098322819390433, 1.496560960887264, 3.181283046170537, 5.647829242239184, 4.265587048241233, 4.8742932826892735]",3.36168137197671,0.0
2025-02-19,8,3,0,"[2.75336528343461, 2.5518918137908813, 3.8919869668417504, 5.19571887369204, 4.522974405114611, 5.504178751104135]",2.973127319669714,0.0
2025-02-20,8,4,0,"[2.3835168110407374, 1.5148508440246058, 4.838920356365308, 4.897801404046003, 3.355223252438319, 3.3100984451513127]",3.239435660715951,0.0
2025-02-21,8,3,0,"[2.868845115402175, 1.7090101769462842, 4.459638580121361, 6.254079298938971, 4.369191639700212, 4.699179308807457]",2.771491869937725,0.0
2025-02-22,8,3,0,"[3.44923335833808, 1.601003051716022, 4.326184932215352, 5.2890319907763095, 3.431152913545181, 4.91242535062737]",3.5320189108173827,0.0
2025-02-23,8,4,0,"[2.4422621220224583, 1.988449121958001, 4.415910899313305, 5.255412442401563, 3.6949757459448915, 3.715035394529909]",3.8249195159254,0.0
2025-02-24,8,3,0,"[3.057705550031402, 1.7541042167259344, 4.68884352251709, 5.968134236291588, 4.564909262087008, 4.828342840630678]",3.1069454789743385,0.0
2025-02-25,8,4,0,"[2.7599592152794252, 2.2810496446397566, 4.63188113741879, 5.982800978588888, 3.1474370233067637, 4.157216549886534]",3.0316311739670048,0.0
2025-02-26,8,4,0,"[2.9231179848164954, 1.8713095508413307, 3.3036151041028536, 6.637452264543924, 5.051418619613757, 5.9511008801867185]",3.602493653482814,0.0
2025-02-27,8,4,0,"[2.08182131451629, 1.6014361377568056, 3.4472662156798686, 6.921699386458851, 4.671617178889006, 4.941818740676693]",3.8415827539007763,0.0
2025-02-28,8,3,0,"[3.319341893836, 1.928679233589089, 4.118267088500598, 4.90531821997374, 4.053811407223148, 5.617002135031837]",3.111440283250141,0.0
2025-03-01,8,4,0,"[2.5755060413389037, 2.403489207476056, 3.9222263481132917, 4.678770675772642, 4.769300819233835, 4.340715378839314]",3.572958030130661,0.0
2025-03-02,8,3,0,"[3.2715070837706093, 2.4206230497238224, 5.064285466161459, 5.279248148848162, 5.014201227756674, 4.643500246886419]",3.5417783481107046,0.0
2025-03-03,8,4,0,"[2.7214494735684083, 2.445254792511169, 4.254550409663224, 6.106888197329519, 4.094402776649073, 4.886474376531602]",3.1015075201627638,0.0
2025-03-04,8,3,0,"[2.7582756016938568, 2.5663552012243978, 4.980337212288675, 7.066549051642469, 4.150160420901187, 3.8826311937129283]",3.111958671786503,0.0
2025-03-05,8,4,0,"[3.2628195148179437, 2.2743999736620912, 5.034930177907318, 7.340925946820129, 3.8651807047792075, 5.140708074179881]",3.2383739353342658,0.0
2025-03-06,8,3,0,"[2.6500642993548085, 1.6460174856847058, 3.7403070264695137, 6.679649074457448, 5.201751443864153, 5.484022730339356]",3.40014723208413,0.0
2025-03-07,8,4,0,"[2.057717721304783, 2.4032055741544034, 4.756599779310576, 6.822844462028953, 4.755996902229369, 3.982891670248571]",3.552862588286185,0.0
2025-03-08,8,4,0,"[2.7256305206922433, 1.9778869457845536, 4.59284948779495, 5.53471284310777, 4.687446548895612, 4.5918025401975635]",3.315346039005339,0.0
2025-03-09,8,4,0,"[2.5142251856957216, 2.6446173445276386, 4.8566156869148385, 7.710634792894797, 3.8708119759595054, 3.3949447880926558]",2.992590370047666,0.0
2025-03-10,8,3,0,"[2.1556790571418203, 2.3673287873740314, 4.010450378160567, 6.927910313890264, 3.8773979647448895, 3.5471173712663946]",3.6985971829349924,0.0
2025-03-11,8,3,0,"[2.5640329882735458, 1.9250234699806155, 4.129001563040555, 7.273077986053564, 4.781009886576863, 5.221206683531936]",3.853928068824839,0.0
2025-03-12,8,4,0,"[3.1195654192676256, 2.242783451355766, 4.448713058714318, 5.4034166769101235, 3.3348700534440634, 4.563505298314429]",2.777480898696744,0.0
2025-03-13,8,3,0,"[2.882453004030704, 2.6186053782994114, 3.4441235022179826, 6.325185519583853, 3.4161726157384678, 5.869679422785537]",3.556670483132916,0.0
2025-03-14,8,4,0,"[3.5151870143707566, 2.2764057132570463, 3.0142138920282617, 6.244779042311333, 3.679419573468713, 4.669367298068933]",3.7187498240989343,0.0
2025-03-15,8,4,0,"[3.1914480718218186, 2.3379168016739627, 4.172385558375267, 7.443163897331024, 4.331078576644889, 4.896625043848075]",3.584687514161271,0.0
2025-03-16,8,3,0,"[2.5477680515055874, 1.5850673564729612, 3.77191102816688, 6.831427529327442, 4.062789621132025, 4.356794023768218]",3.137059567036497,0.0
2025-03-17,8,4,0,"[3.0892467007150817, 2.009823439655031, 4.398439536011172, 4.964559794503319, 4.92419033070937, 5.02937700185354]",2.949889397491444,0.0
2025-03-18,8,3,0,"[3.585955423567309, 2.207645285172649, 4.786342587091187, 7.760789261169075, 5.682145634701869, 3.3357643352994906]",3.7110679959615225,0.0
2025-03-19,8,4,0,"[2.9983396775123365, 1.6923886062595477, 3.2397156376390766, 5.232236581343792, 4.430833523732343, 3.906592148463341]",3.7612063857962363,0.0
2025-03-20,8,4,0,"[3.1936468608629895, 1.898324530971016, 4.886104933300063, 5.313843876512534, 4.274277398758459, 4.377289810657831]",3.2262783435476154,0.0
2025-03-21,8,4,0,"[3.319003231099081, 1.8233277319737253, 4.154556771356947, 7.154385972399051, 5.798208822425234, 3.5844401105888815]",3.347091773444112,0.0
2025-03-22,8,4,0,"[2.9794385019508374, 2.213285597406784, 4.14912230874025, 5.086278051388556, 3.3109770332712363, 3.6787108798535963]",2.8751021090501974,0.0
2025-03-23,8,4,0,"[3.486020955863657, 1.9235469300501304, 3.0183737829395185, 6.817362378259716, 5.786004207988643, 5.783327462263799]",2.9985083545931634,0.0
2025-03-24,8,3,0,"[2.706623973838036, 1.836134636911194, 3.318601181985103, 7.012718607889557, 4.647481658125166, 5.286595042507079]",3.658834899967431,0.0
2025-03-25,8,4,0,"[2.917743180697614, 1.897770972759544, 3.4577924074294586, 6.012323347090092, 3.9191577211410893, 3.410622080212718]",3.693432902649463,0.0
2025-03-26,8,3,0,"[3.163428927764189, 1.9448451744723263, 4.516773442487726, 5.709133733548541, 3.8000819494645963, 5.426870671894168]",3.120739296627469,0.0
2025-03-27,8,3,0,"[3.1517293308858605, 2.6911811969411343, 4.156222578357096, 6.146458823295937, 3.37401745559315, 5.069384129834528]",3.068521833505966,0.0
2025-03-28,8,4,0,"[2.909685506773689, 1.6260612379267738, 4.571153599414982, 7.26005885420308, 4.710181704775202, 3.9181457217763924]",3.4110560473212668,0.0
2025-03-29,8,4,0,"[2.4929468843102276, 2.325697458471491, 4.651875599240309, 4.395522110355762, 4.635917644452783, 4.196750527520704]",3.0919927391789304,0.0
2025-03-30,8,3,0,"[3.7499584562482644, 1.6760013825169473, 4.3974742334854175, 6.831626384292326, 3.640030688747893, 5.74385414438256]",3.247985678027411,0.0
2025-03-31,8,4,0,"[3.0659011059465193, 2.6877728132737055, 4.606041247790851, 4.580102150332675, 4.79311921979184, 4.116328678880189]",4.029219337531793,0.0
2025-04-01,8,4,0,"[3.042738974744215, 2.503211559191372, 3.1602160185337156, 5.450182953635065, 5.512031177202928, 4.356012075722644]",2.8949684046625377,0.0
2025-04-02,8,3,0,"[3.315870213826157, 2.165257265683607, 4.12164421865783, 6.899622447625246, 5.789304920327915, 5.26685923989128]",3.974684787792281,0.0
2025-04-03,8,3,0,"[2.202217345560427, 2.6616078643973196, 4.8985350398995475, 5.694621431391598, 4.365849334325135, 3.908597630782383]",3.108865950534396,0.0
2025-04-04,8,3,0,"[3.717901891408807, 2.6667162460646803, 2.8990465105285965, 6.910285808069612, 4.782848175694556, 4.613183850778431]",3.8872425889989732,0.0
2025-04-05,8,4,0,"[3.2058187192930836, 1.7843739103158442, 3.9148364566378655, 5.387593935790149, 4.031925046862051, 4.56356846137483]",3.4308993050512786,0.0
2025-04-06,8,3,0,"[3.151451953878464, 2.162843335582128, 4.317452324318762, 6.0643089399128565, 4.155986494681915, 5.772779657471271]",2.7471992304352693,0.0
2025-04-07,8,4,0,"[2.9500321987187874, 2.648104096362657, 4.5423268205138365, 7.790139482638386, 5.704372378809935, 4.581703697314782]",2.8829219508233406,0.0
2025-04-08,8,3,0,"[2.5397788114289073, 2.471272638074057, 3.2993507851826585, 7.603491970433227, 5.194444052675569, 3.5602393775797245]",3.541904955079343,0.0
2024-09-13,9,4,0,"[3.3588204445919083, 3.1266118749459015, 3.6152808486407237, 6.32654167033099, 6.162327480779898, 5.408888823594216]",4.092803412246318,0.0
2024-09-14,9,4,0,"[3.3979262171334295, 2.50329960441298, 3.555790689884179, 6.302398876809008, 5.951733408582328, 3.5527464843259837]",3.053654007297984,0.0
2024-09-15,9,4,0,"[2.3539514546439224, 2.105909648360759, 4.140842670653016, 4.104168968773143, 5.1377766014721375, 3.489159310301574]",3.314398489928853,0.0
2024-09-16,9,3,0,"[3.611219504981335, 2.6543438589523283, 3.7156596826690778, 7.043002606809661, 4.211553719381563, 5.307875701776775]",3.70109537105704,0.0
2024-09-17,9,4,0,"[2.2839733065261805, 3.110028015023936, 2.6782095054899253, 7.175775051251112, 5.169210464833124, 5.807451818415662]",3.76490212089068,0.0
2024-09-18,9,4,0,"[3.634071068102503, 2.4788417077776326, 4.835491153403077, 6.85109685747105, 4.103200335791467, 3.4133213421926496]",3.728928342351537,0.0
2024-09-19,9,3,0,"[3.416792793519366, 2.9375977626874046, 2.9383903471606714, 6.753148373050922, 6.547861202058619, 5.189904382300559]",3.6453046421296946,0.0
2024-09-20,9,4,0,"[2.667941553430088, 1.8065956928699065, 3.39481811994731, 5.5956486542559025, 6.368913940609664, 6.051573389775869]",3.695270107580165,0.0
2024-09-21,9,4,0,"[2.841769674440578, 2.6709744230303247, 4.5544317603604965, 6.555226524990371, 4.473948259566216, 3.65629351647018]",3.8559921216429585,0.0
2024-09-22,9,4,0,"[2.215175386888609, 2.194336922447928, 3.2027080947162525, 5.756287208694574, 5.573042326522981, 5.8374664726143335]",3.03355322221625,0.0
2024-09-23,9,3,0,"[3.029707621919921, 2.9700641290516847, 3.5975391960253935, 7.262375569286265, 4.912260871372972, 4.029508729461274]",2.8857379415615796,0.0
2024-09-24,9,4,0,"[3.2577928072214735, 2.0103481064472777, 3.850870113193437, 5.907650357651743, 5.960867085216403, 3.3989574624464103]",3.7077483493760868,0.0
2024-09-25,9,3,0,"[3.7219544273455663, 2.053574782871915, 3.122394852549521, 7.130494564651058, 6.056540978413624, 5.355403674542604]",3.8952510626388195,0.0
2024-09-26,9,4,0,"[2.9132659756617425, 2.3169675657193043, 4.0705494953621155, 6.429084696045848, 6.1912041106369236, 4.836443336679633]",3.0596794045475133,0.0
2024-09-27,9,3,0,"[2.763859884443307, 2.82223847480955, 3.931704408472047, 5.33227206644123, 6.287685010453823, 3.4549197055807483]",3.150980769772223,0.0
2024-09-28,9,3,0,"[2.188644337874733, 2.219847299430577, 4.295045472924686, 4.6516229831831035, 3.823114346296234, 5.590143492368039]",3.1158058340130474,0.0
2024-09-29,9,4,0,"[2.5054389733026525, 2.150682380058927, 4.374444486229585, 4.361086591464165, 5.400246196060924, 5.681431148529784]",3.641363032342593,0.0
2024-09-30,9,3,0,"[3.268293542975714, 2.9193756749229824, 4.830607716435281, 7.390573612150526, 5.037074850753859, 3.3207605886658675]",3.502605604848691,0.0
2024-10-01,9,3,0,"[2.862477888531914, 3.3201650809231125, 3.0271593745509757, 7.100394537234932, 5.54839588061049, 5.172087346829657]",3.0419027750817045,0.0
2024-10-02,9,3,0,"[2.3202243209934212, 2.343251054470372, 4.796752399747992, 4.747701380040167, 4.719463847109527, 5.374715891548316]",4.1387810846151964,0.0
2024-10-03,9,3,0,"[2.5117019072321836, 2.051120477479817, 3.4201420601679997, 6.637018596231243, 6.471548295582205, 4.977922017841018]",3.3591222510136776,0.0
2024-10-04,9,3,0,"[3.8079242327525784, 2.6008978119303205, 4.84512341728181, 4.095716026617595, 4.106692777533723, 5.717246223348968]",3.3244253133569894,0.0
2024-10-05,9,4,0,"[3.2888310544173867, 2.259695823407551, 3.4924908672956985, 5.282489999551309, 5.064678422900246, 5.472803133482642]",3.9873601660245304,0.0
2024-10-06,9,4,0,"[2.1701874075869187, 3.0705472515337062, 3.7499327852125877, 4.626395659964341, 5.578825390199562, 4.360241469340618]",3.802180953267877,0.0
2024-10-07,9,3,0,"[3.229020130984159, 2.89813095610835, 3.395442758376997, 6.786261756391619, 5.412697528758226, 4.822162625207684]",3.275652802898652,0.0
2024-10-08,9,4,0,"[3.968709317473939, 2.5137251781988605, 4.189990427840278, 6.738387322735906, 4.212541698733812, 5.468632368366075]",4.04570060723667,0.0
2024-10-09,9,3,0,"[3.962179997898357, 2.246647715838577, 3.5125125731744062, 5.8318491247798905, 4.029709254867017, 5.383436798789851]",2.885900764900164,0.0
2024-10-10,9,4,0,"[3.0938572250452134, 2.125596683922753, 4.09289027196762, 5.914677370386643, 5.658075093582142, 3.8697071683553195]",3.464687323902694,0.0
2024-10-11,9,3,0,"[2.5992448901314296, 2.1493593502275643, 3.024564328880023, 5.3445199842495885, 4.562955388147121, 3.4997490139202942]",3.4508142154956234,0.0
2024-10-12,9,4,0,"[3.950018862643338, 2.590250904754201, 4.692524003502596, 6.136200771485472, 5.266028447621492, 5.126102430011736]",3.477701793128216,0.0
2024-10-13,9,4,0,"[3.102431747633301, 2.879351754213749, 4.060312980135966, 7.374687282936633, 6.422897741716612, 3.7427313738806807]",4.062987346226187,0.0
2024-10-14,9,3,0,"[2.257037644975669, 2.3589183952318824, 3.7539498396730426, 4.728694538999886, 6.394454022049595, 5.881473534054458]",3.4301336420164183,0.0
2024-10-15,9,3,0,"[3.971726987439812, 2.7878874598899093, 2.7460373742512805, 4.874520450937265, 4.074729958111123, 4.612045756483127]",4.204868248195696,0.0
2024-10-16,9,4,0,"[3.320706470624304, 2.801604489811069, 2.9558827695311156, 6.82856926311385, 6.237850038702298, 4.06898104406962]",4.166163698813459,0.0
2024-10-17,9,4,0,"[2.496647586779312, 1.9253373009215147, 4.209741665776004, 6.849688733065262, 4.050166038135535, 5.597659822794507]",4.1189197176054,0.0
2024-10-18,9,3,0,"[2.406275942499855, 2.544776552046767, 4.210445150381651, 5.388885309390585, 5.859309472375278, 5.032154605515455]",3.0638534018179437,0.0
2024-10-19,9,4,0,"[3.418370733787312, 2.6949612869799435, 3.089516708773815, 6.620297028180278, 4.573653081025696, 4.222425110711885]",3.757706600187884,0.0
2024-10-20,9,4,0,"[2.973540876891731, 2.9040433367070673, 4.680203003264111, 5.187175970443453, 5.031539671505833, 5.186770272107105]",3.5976480116329745,0.0
2024-10-21,9,4,0,"[3.56506572102675, 1.9469071963183684, 4.234570430472255, 6.393598652208935, 5.382120245586692, 5.572555733394482]",3.5191332672767284,0.0
2024-10-22,9,4,0,"[2.223147709113253, 2.4298217122735837, 3.114450186562647, 4.151304929659267, 3.854172379211826, 3.5353396199944798]",4.066903024586101,0.0
2024-10-23,9,3,0,"[2.7522235675253217, 3.3023598921063013, 4.286321580011564, 4.017353011912319, 6.308715261523179, 5.365292353021739]",3.7817915118666177,0.0
2024-10-24,9,3,0,"[3.362299606716505, 2.474257999307845, 4.621496418974743, 7.268734238835474, 5.493098662359585, 6.065455726579976]",2.817083176435324,0.0
2024-10-25,9,4,0,"[3.2864872125582414, 2.665396423269513, 3.530587216086173, 5.211276034767806, 4.586678319608669, 5.391037499166664]",3.4625006422713773,0.0
2024-10-26,9,3,0,"[3.510531710595176, 2.156973619013739, 2.683629998825676, 6.902784864490647, 6.065883110319348, 3.749053291341055]",3.5540330795468456,0.0
2024-10-27,9,3,0,"[3.9525264718138424, 2.064211432672648, 3.4740007144423664, 6.339491004045155, 6.550765990571803, 4.066742589271574]",3.808492995424386,0.0
2024-10-28,9,3,0,"[3.020135916573922, 1.9623905992559336, 3.926636512293545, 5.65072689246167, 6.3330021537279855, 3.810877413407147]",3.0069435870771564,0.0
2024-10-29,9,3,0,"[2.2573353088967867, 3.0012573850355126, 3.5765962447868818, 6.130868089749284, 4.137772469517626, 4.199981846638391]",3.0367376742164076,0.0
2024-10-30,9,4,0,"[3.2020105339887333, 3.3254162172366337, 3.703263567619298, 6.32792074839755, 4.901602946618109, 4.620033380030095]",3.016030884594905,0.0
2024-10-31,9,3,0,"[2.9917407477595734, 2.649824910221767, 2.8589863213436395, 7.098449554509945, 5.622101857636248, 4.134053771749259]",2.9998192734176548,0.0
2024-11-01,9,4,0,"[3.6509252708799425, 3.1082627514364067, 4.172256539438946, 5.375787918643689, 4.037370521176639, 5.26758844686221]",3.9705050758776346,0.0
2024-11-02,9,3,0,"[3.9950893205219034, 3.2277476284866893, 3.2554665135221885, 6.17312461748844, 4.241729634777033, 5.901691680066976]",4.085144186951743,0.0
2024-11-03,9,4,0,"[3.7681330848078094, 3.031875671245938, 2.9061219736568846, 6.068558692503788, 3.793125879210821, 5.834787724869301]",4.054560091637439,0.0
2024-11-04,9,4,0,"[3.119872713633603, 2.412955073044736, 3.4610188702992115, 4.077678667513951, 4.874847220150261, 5.072086056132169]",3.7521362944496124,0.0
2024-11-05,9,4,0,"[3.7564316695267186, 2.6138102492184965, 4.446789994510956, 6.255976750187541, 5.529408445241498, 5.220586640932125]",3.9187676880139724,0.0
2024-11-06,9,4,0,"[2.617866080097498, 2.465188751336225, 4.391028232107946, 7.317102286110457, 4.913747834900713, 5.8373639329461335]",4.0040029124236405,0.0
2024-11-07,9,4,0,"[2.7908625116600025, 2.612307310047922, 4.520945181495181, 6.484759551891449, 4.335703368154041, 5.187805895977862]",3.4934650649613825,0.0
2024-11-08,9,4,0,"[2.314357722401691, 2.160705954873856, 4.682024659831683, 6.172458776810556, 6.334604124574236, 3.83729328273052]",3.311287421941465,0.0
2024-11-09,9,4,0,"[3.188302633041129, 2.1525529260498897, 3.9846464151999617, 7.121411028990296, 5.032471589090988, 5.127444836232784]",3.539334499209945,0.0
2024-11-10,9,4,0,"[3.8857724243438176, 2.6895545964847565, 4.218838613707084, 5.399566273013861, 6.083700448285823, 4.499940662777356]",2.964584874269089,0.0
2024-11-11,9,4,0,"[3.45391111827211, 3.2609292911693606, 4.052721154847946, 4.009590167680785, 4.012282575073246, 3.91502671988309]",3.2294363947646105,0.0
2024-11-12,9,4,0,"[3.3715952494548316, 2.9997434902188647, 3.235502140421285, 4.134958938109499, 5.5686934919406506, 5.667690394239811]",3.1692720419894687,0.0
2024-11-13,9,4,0,"[2.5915085272313, 3.333714777261154, 3.6105161006637414, 4.84698040357419, 4.025454135153074, 4.400984660604269]",3.8345178093463397,0.0
2024-11-14,9,3,0,"[3.7732022911520575, 3.2733991537472167, 4.76698253144523, 7.315418860110359, 4.978397176342569, 4.397832356682065]",3.5684635161349316,0.0
2024-11-15,9,3,0,"[3.3645832147328245, 2.9436843478753616, 2.625300721853922, 5.264870400051492, 5.707899944194933, 4.6576811256708135]",3.766580085719745,0.0
2024-11-16,9,3,0,"[2.7213926100999117, 3.235217211487427, 3.0364687308853737, 4.307951024288997, 6.445906117286952, 3.9951799377668453]",3.971171640914544,0.0
2024-11-17,9,4,0,"[2.9633765370196166, 2.8962118537314256, 3.281421900729165, 7.031362460231781, 3.6453610764740403, 4.690803440809737]",3.9769278645715427,0.0
2024-11-18,9,3,0,"[2.1657767671076513, 1.8259408546736704, 3.007697777717569, 4.382395256998142, 3.689635770626407, 4.7878063617261635]",3.390878123503796,0.0
2024-11-19,9,3,0,"[2.4228275411805518, 2.822994782838117, 2.9128478256026242, 6.246198929502892, 3.8860665751258323, 3.500542876658911]",3.7831126552625354,0.0
2024-11-20,9,4,0,"[2.8315647695766466, 2.0995011486633612, 3.3268195165241368, 6.112131860364611, 5.368731565917225, 5.9336535334937395]",3.979770546378669,0.0
2024-11-21,9,3,0,"[3.3359336477051946, 2.944765935652949, 3.523741654305386, 5.088736908736884, 4.878023942599027, 5.385285285651137]",4.070360501865897,0.0
2024-11-22,9,3,0,"[3.7713938301514816, 2.249161111574197, 4.355604767235223, 5.37520589665754, 5.156829798339623, 3.665262697244109]",4.005170247819116,0.0
2024-11-23,9,4,0,"[3.7866901398674124, 2.5495451160306817, 4.450943121712872, 4.895947270150743, 4.230897713805454, 5.729587195995887]",3.549051822052149,0.0
2024-11-24,9,4,0,"[3.702173559334702, 2.170253421854537, 3.7670323490359654, 5.391586814937224, 4.174593640062569, 4.592541695569558]",3.3449662142666274,0.0
2024-11-25,9,4,0,"[2.7205409694919207, 1.985163201154661, 3.660978429036759, 7.142948074405048, 4.398258159646266, 4.0913315597740425]",3.0884940943554144,0.0
2024-11-26,9,3,0,"[3.637533780054784, 2.3957890865715976, 2.7368752907186216, 5.9779439991971755, 5.288465906472742, 6.003874839212008]",2.8151959414910968,0.0
2024-11-27,9,3,0,"[3.0778360649426615, 2.1045928286942357, 3.0678541519412756, 6.777817675977927, 5.511336311639411, 4.109014009730307]",3.766852650757119,0.0
2024-11-28,9,3,0,"[2.8717778781133685, 2.6870125025950924, 2.9109688681658183, 6.532684309239858, 4.505713490804792, 4.908180817104941]",3.6396908149258933,0.0
2024-11-29,9,4,0,"[2.474331335635894, 3.2573033973007126, 3.452501819902143, 6.653095882017102, 6.123683816103859, 4.477065211211019]",4.054138509372649,0.0
2024-11-30,9,4,0,"[3.249476125116477, 2.2875698684567745, 3.6764879974172007, 7.087892013449915, 5.872928213529416, 5.73637611242405]",3.9789385935557005,0.0
2024-12-01,9,4,0,"[3.897203773811134, 2.7884680474810817, 2.641701205311348, 4.5894328003209015, 3.996161659473978, 4.109897528263937]",3.418295798485651,0.0
2024-12-02,9,4,0,"[3.678104635267202, 2.462737908849196, 2.658569208579307, 6.835416932914727, 3.679403513724539, 4.260866611566201]",3.834124937444027,0.0
2024-12-03,9,3,0,"[3.9323691796322997, 2.554602102943976, 4.355856159701392, 6.631405651502992, 5.2914641917113485, 4.987218173277398]",2.9914803665254808,0.0
2024-12-04,9,3,0,"[3.3949230308666403, 2.4995683159679105, 4.6241069636727605, 4.352592486390537, 5.861846186868697, 3.3217086280848016]",3.7428769938565294,0.0
2024-12-05,9,3,0,"[2.9851007720606426, 2.354738253829286, 2.740316306757061, 4.369663021234107, 4.34375785655757, 3.8698962695684083]",3.129662915799805,0.0
2024-12-06,9,4,0,"[2.7482422127479684, 2.5880039196634965, 4.633939051216883, 6.055571732810523, 5.3324036223102595, 5.944029634731538]",3.8506378918536672,0.0
2024-12-07,9,4,0,"[3.150653090906385, 2.813246883573913, 2.9953819795447707, 6.164740620121714, 4.7435317341216585, 4.817583264240052]",3.90219573950047,0.0
2024-12-08,9,4,0,"[3.109064104385606, 2.513054517213865, 2.8258023156337457, 4.655771269868569, 3.9375438467192296, 3.6478287910238643]",3.7440389576629918,0.0
2024-12-09,9,3,0,"[2.8667715444025856, 2.6408198367125895, 4.136389257442431, 4.268755461683047, 3.9614936655814232, 3.60352835057823]",3.03568424397678,0.0
2024-12-10,9,4,0,"[3.4576880021409035, 2.2176847292502133, 4.465407535834668, 4.991863665855874, 4.848950799900892, 5.124266722531802]",4.101686837567514,0.0
2024-12-11,9,3,0,"[3.0311819161870046, 3.2776357225167723, 4.205667460123172, 4.695394894176656, 4.597294368071011, 4.695061570844648]",3.3735743293914924,0.0
2024-12-12,9,4,0,"[2.7586776987959087, 2.843694271471733, 2.8318736001579636, 5.538085125446804, 6.439579211153661, 5.686396642137988]",4.074486943128147,0.0
2024-12-13,9,4,0,"[2.8947434996526833, 2.8107568902385474, 2.719346913477472, 5.009026240956363, 5.932399294358749, 6.001828697067214]",3.70481107673372,0.0
2024-12-14,9,3,0,"[3.4260357278897264, 2.414864434067727, 2.6505928215867702, 7.191935836767418, 4.253447968714656, 3.417702463661825]",3.6366931011789974,0.0
2024-12-15,9,4,0,"[2.6155925892511727, 3.1902156939172124, 4.354553474667442, 5.6584073707204245, 4.319758712373064, 4.555017934156243]",3.620976146536062,0.0
2024-12-16,9,4,0,"[3.2957958480256413, 2.7528889390087645, 3.7101522898275623, 5.309058127419723, 6.5560143867827865, 5.1849433253546415]",3.755138878984699,0.0
